_sequence,phase,step,cycle,steer_center_trim_dc,steer_clamped_deg,steer_cycle,steer_dc_center,steer_phase,steer_post_sign_deg,steer_pre_sign_deg,steer_pwm_dc,steer_requested_deg,steer_steering_direction_sign,steer_steering_limit_deg,steer_step,steer__tag,steer__line_no,motor_cycle,motor_neutral_dc,motor_phase,motor_pwm_dc,motor_reverse_mode,motor_speed_pct,motor_step,motor__tag,motor__line_no,effective_front_clearance_m,front_clearance_fallback_used,front_clearance_m,front_min_m,heading_offset_deg,left_clearance_m,left_min_m,left_right_delta_m,right_clearance_m,right_min_m,scan_age_s,_tag,_line_no,active_heading_source,avoidance_heading_deg,centering_heading_deg,centering_weight,gap_heading_deg,speed_pct,steering_deg,steering_pre_servo_deg,target_heading_deg,pose_cycle,pose_distance_from_phase_start_m,pose_lateral_drift_m,pose_phase,pose_step,pose_x,pose_y,pose_yaw_change_deg,pose_yaw_deg,pose__tag,pose__line_no
102,nav_dryrun,dryrun,103,1.4,0.0,103,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,512,103,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,513,0.55,True,0.0,,91,0.5724193504878453,0.4550865590572357,0.37808670948962775,0.19433264099821754,0.12072572857141495,0.00994883,DIAG_NAV,515,avoidance,8.231856785714626,6.805560770813299,0.0,36.0,19.051185124810562,2.881149875000119,2.881149875000119,8.231856785714626,103,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,516
103,nav_dryrun,dryrun,104,1.4,0.0,104,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,517,104,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,518,0.55,True,0.0,,91,0.57334942647389,0.4555026590824127,0.37883845233187374,0.1945109741420162,0.12118606269359589,0.028574493000000003,DIAG_NAV,520,avoidance,8.220348432660103,6.819092141973727,0.0,36.0,19.0527657796657,2.877121951431036,2.877121951431036,8.220348432660103,104,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,521
104,nav_dryrun,dryrun,105,1.4,0.0,105,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,522,105,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,523,0.55,True,0.0,,91,0.5729008095605033,0.4558246433734894,0.38260268037695255,0.19029812918355068,0.12097466737031937,0.056691624,DIAG_NAV,525,avoidance,8.225633315742016,6.886848246785146,0.0,36.0,19.0520399089818,2.8789716605097055,2.8789716605097055,8.225633315742016,105,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,526
105,nav_dryrun,dryrun,106,1.4,0.0,106,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,527,106,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,528,0.55,True,0.0,,91,0.5792714481552442,0.45495840907096863,0.38352752228577935,0.19574392586946487,0.12041090428829193,0.0033467690000000003,DIAG_NAV,530,avoidance,8.239727392792702,6.903495401144029,0.0,35.0,19.05010410885355,2.8839045874774456,2.8839045874774456,8.239727392792702,106,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,531
106,nav_dryrun,dryrun,107,1.4,0.0,107,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,532,107,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,533,0.55,True,0.0,,91,0.5798237721125284,0.4536580443382263,0.38329465175364286,0.19652912035888556,0.12106017023324966,0.026276780000000003,DIAG_NAV,535,avoidance,8.223495744168758,6.899303731565571,0.0,35.0,19.05233350119864,2.8782235104590654,2.8782235104590654,8.223495744168758,107,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,536
107,nav_dryrun,dryrun,108,1.4,0.0,108,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,537,108,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,538,0.55,True,0.0,,91,0.5720551294939858,0.4552883505821228,0.37598131229074633,0.19607381720323952,0.12112031131982803,0.073082016,DIAG_NAV,540,avoidance,8.2219922170043,6.767663621233434,0.0,36.0,19.05254000837661,2.8776972759515047,2.8776972759515047,8.2219922170043,108,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,541
108,nav_dryrun,dryrun,109,1.4,0.0,109,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,542,109,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,543,0.55,True,0.0,,91,0.5796601954433653,0.4533008933067322,0.3837623715975117,0.1958978238458536,0.11953558027744293,0.022329400000000003,DIAG_NAV,545,avoidance,8.261610493063927,6.907722688755211,0.0,35.0,19.04709849818751,2.8915636725723743,2.8915636725723743,8.261610493063927,109,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,546
109,nav_dryrun,dryrun,110,1.4,0.0,110,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,547,110,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,548,0.55,True,0.0,,91,0.5713035438741957,0.45496687293052673,0.37554038106178755,0.19576316281240813,0.12015929073095322,0.027920861,DIAG_NAV,550,avoidance,8.24601773172617,6.759726859112176,0.0,36.0,19.049240140331854,2.8861062061041594,2.8861062061041594,8.24601773172617,110,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,551
110,nav_dryrun,dryrun,111,1.4,0.0,111,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,552,111,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,553,0.55,True,0.0,,91,0.5743416718074253,0.45600324869155884,0.3849933266506663,0.18934834515675902,0.12022492289543152,0.06812786900000001,DIAG_NAV,555,avoidance,8.244376927614212,6.929879879711994,0.0,36.0,19.049465502290566,2.885531924664974,2.885531924664974,8.244376927614212,111,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,556
111,nav_dryrun,dryrun,112,1.4,0.0,112,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,557,112,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,558,0.55,True,0.0,,91,0.5669112617478651,0.4561147093772888,0.3713615825500379,0.19554967919782718,0.11993558704853058,0.014397603,DIAG_NAV,560,avoidance,8.251610323786736,6.6845084859006825,0.0,37.0,19.04847200628596,2.8880636133253574,2.8880636133253574,8.251610323786736,112,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,561
112,nav_dryrun,dryrun,113,1.4,0.0,113,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,562,113,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,563,0.55,True,0.0,,91,0.573228520154953,0.45510539412498474,0.38178727757185693,0.19144124258309603,0.1203325018286705,0.038437969,DIAG_NAV,565,avoidance,8.241687454283237,6.872170996293425,0.0,36.0,19.049834897377615,2.884590608999133,2.884590608999133,8.241687454283237,113,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,566
113,nav_dryrun,dryrun,114,1.4,0.0,114,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,567,114,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,568,0.55,True,0.0,,91,0.573771847145898,0.455697625875473,0.37189479153071137,0.20187705561518668,0.12053116410970688,0.061732766,DIAG_NAV,570,avoidance,8.236720897257328,6.694106247552805,0.0,36.0,19.050517046460037,2.882852314040065,2.882852314040065,8.236720897257328,114,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,571
114,nav_dryrun,dryrun,115,1.4,0.0,115,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,572,115,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,573,0.55,True,0.0,,91,0.5800300389528275,0.456110417842865,0.3809825214743614,0.19904751747846602,0.12101125717163086,0.027327746,DIAG_NAV,575,avoidance,8.224718570709229,6.857685386538505,0.0,35.0,19.052165547826075,2.87865149974823,2.87865149974823,8.224718570709229,115,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,576
115,nav_dryrun,dryrun,116,1.4,0.0,116,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,577,116,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,578,0.55,True,0.0,,91,0.5656167181099162,0.4550129473209381,0.3648668898905024,0.20074982821941376,0.11991104483604431,0.054858429,DIAG_NAV,580,avoidance,8.252223879098892,6.567604018029043,0.0,37.0,19.048387735393465,2.8882783576846123,2.8882783576846123,8.252223879098892,116,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,581
116,nav_dryrun,dryrun,117,1.4,0.0,117,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,582,117,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,583,0.55,True,0.0,,91,0.5628275406711242,0.4535963237285614,0.36577683253412774,0.19705070813699643,0.12057946622371674,0.002079474,DIAG_NAV,585,avoidance,8.235513344407082,6.583982985614299,0.0,37.0,19.050682902014394,2.8824296705424786,2.8824296705424786,8.235513344407082,117,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,586
117,nav_dryrun,dryrun,118,1.4,0.0,118,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,587,118,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,588,0.55,True,0.0,,91,0.5792265724804666,0.4548470675945282,0.38139189190132006,0.19783468057914655,0.12049173563718796,0.026367534,DIAG_NAV,590,avoidance,8.237706609070301,6.865054054223761,0.0,35.0,19.050381660436027,2.8831973131746054,2.8831973131746054,8.237706609070301,118,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,591
118,nav_dryrun,dryrun,119,1.4,0.0,119,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,592,119,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,593,0.55,True,0.0,,91,0.5808196655578084,0.45538151264190674,0.3901280289929775,0.19069163656483093,0.12074095010757446,0.049487388,DIAG_NAV,595,avoidance,8.231476247310638,7.022304521873595,0.0,35.0,19.051237391183776,2.8810166865587234,2.8810166865587234,8.231476247310638,119,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,596
119,nav_dryrun,dryrun,120,1.4,0.0,120,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,597,120,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,598,0.55,True,0.0,,91,0.5730505389826638,0.45557406544685364,0.3764492483467471,0.19660129063591666,0.12060661613941193,0.025551466000000002,DIAG_NAV,600,avoidance,8.234834596514702,6.776086470241448,0.0,36.0,19.050776127009005,2.8821921087801456,2.8821921087801456,8.234834596514702,120,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,601
120,nav_dryrun,dryrun,121,1.4,0.0,121,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,602,121,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,603,0.55,True,0.0,,91,0.5800923224952486,0.4570881426334381,0.38567910346787526,0.19441321902737327,0.12001434713602066,0.018975869000000003,DIAG_NAV,605,avoidance,8.249641321599483,6.942223862421755,0.0,35.0,19.048742445753042,2.887374462559819,2.887374462559819,8.249641321599483,121,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,606
121,nav_dryrun,dryrun,122,1.4,0.0,122,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,607,122,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,608,0.55,True,0.0,,91,0.5803671504060427,0.45536670088768005,0.386080748927431,0.1942864014786117,0.12110545486211777,0.066516316,DIAG_NAV,610,avoidance,8.222363628447056,6.949453480693758,0.0,35.0,19.05248899557769,2.8778272699564695,2.8778272699564695,8.222363628447056,122,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,611
122,nav_dryrun,dryrun,123,1.4,0.0,123,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,612,123,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,613,0.55,True,0.0,,91,0.5813720963067479,0.4569095969200134,0.3907031329452164,0.1906689633615315,0.12057048082351685,0.014026019,DIAG_NAV,615,avoidance,8.235737979412079,7.0326563930138954,0.0,35.0,19.050652048736815,2.8825082927942276,2.8825082927942276,8.235737979412079,123,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,616
123,nav_dryrun,dryrun,124,1.4,0.0,124,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,617,124,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,618,0.55,True,0.0,,91,0.5806736358337932,0.4557889997959137,0.3846674101456763,0.1960062256881169,0.12064797431230545,0.02633409,DIAG_NAV,620,avoidance,8.233800642192364,6.9240133826221735,0.0,35.0,19.050918139068582,2.8818302247673273,2.8818302247673273,8.233800642192364,124,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,621
124,nav_dryrun,dryrun,125,1.4,0.0,125,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,622,125,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,623,0.55,True,0.0,,91,0.5728614560195378,0.4548240303993225,0.37714943992240085,0.1957120160971369,0.1213730126619339,0.060511066,DIAG_NAV,625,avoidance,8.215674683451653,6.7886899186032155,0.0,36.0,19.053407712038045,2.8754861392080784,2.8754861392080784,8.215674683451653,125,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,626
125,nav_dryrun,dryrun,126,1.4,0.0,126,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,627,126,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,628,0.55,True,0.0,,91,0.5810351901584201,0.4555032253265381,0.38586061120100834,0.19517457895741172,0.12042542546987534,0.006371176,DIAG_NAV,630,avoidance,8.239364363253117,6.94549100161815,0.0,35.0,19.050153970410765,2.883777527138591,2.883777527138591,8.239364363253117,126,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,631
126,nav_dryrun,dryrun,127,1.4,0.0,127,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,632,127,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,633,0.55,True,0.0,,91,0.5731791172708783,0.4550963342189789,0.37740752891618373,0.1957715883546946,0.12005098909139633,0.030572847,DIAG_NAV,635,avoidance,8.248725272715092,6.793335520491307,0.0,36.0,19.04886826367936,2.887053845450282,2.887053845450282,8.248725272715092,127,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,636
127,nav_dryrun,dryrun,128,1.4,0.0,128,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,637,128,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,638,0.55,True,0.0,,91,0.5829343208008342,0.4557230472564697,0.40211864416869936,0.1808156766321348,0.12083420157432556,0.001987958,DIAG_NAV,640,avoidance,8.229144960641861,7.238135595036589,0.0,35.0,19.05155758987548,2.8802007362246513,2.8802007362246513,8.229144960641861,128,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,641
128,nav_dryrun,dryrun,129,1.4,0.0,129,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,642,129,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,643,0.55,True,0.0,,91,0.5804297882649634,0.45425423979759216,0.38387683152206364,0.19655295674289977,0.12120217084884644,0.025156438000000003,DIAG_NAV,645,avoidance,8.219945728778839,6.909782967397145,0.0,35.0,19.052821090433635,2.8769810050725937,2.8769810050725937,8.219945728778839,129,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,646
129,nav_dryrun,dryrun,130,1.4,0.0,130,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,647,130,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,648,0.55,True,0.0,,91,0.5671924194868874,0.4564720392227173,0.37209600076920135,0.19509641871768602,0.12091118097305298,0.048247346,DIAG_NAV,650,avoidance,8.227220475673676,6.697728013845625,0.0,37.0,19.051821914969974,2.8795271664857864,2.8795271664857864,8.227220475673676,130,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,651
130,nav_dryrun,dryrun,131,1.4,0.0,131,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,652,131,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,653,0.55,True,0.0,,91,0.5736634033066886,0.4549713134765625,0.379512530169925,0.19415087313676366,0.12068963795900345,0.070621905,DIAG_NAV,655,avoidance,8.232759051024914,6.8312255430586495,0.0,36.0,19.051061200037264,2.88146566785872,2.88146566785872,8.232759051024914,131,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,656
131,nav_dryrun,dryrun,132,1.4,0.0,132,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,657,132,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,658,0.55,True,0.0,,91,0.582603833741612,0.4551730155944824,0.39287239323473644,0.18973144050687551,0.12083997577428818,0.018504122,DIAG_NAV,660,avoidance,8.229000605642796,7.071703078225256,0.0,35.0,19.05157741681588,2.8801502119749784,2.8801502119749784,8.229000605642796,132,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,661
132,nav_dryrun,dryrun,133,1.4,0.0,133,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,662,133,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,663,0.55,True,0.0,,91,0.580026758213838,0.45430421829223633,0.3832770281401622,0.19674973007367583,0.12072300910949707,0.041226986,DIAG_NAV,665,avoidance,8.231924772262573,6.8989865065229194,0.0,35.0,19.05117578696121,2.8811736702919006,2.8811736702919006,8.231924772262573,133,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,666
133,nav_dryrun,dryrun,134,1.4,0.0,134,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,667,134,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,668,0.55,True,0.0,,91,0.5737032915864672,0.4564095437526703,0.38028512055776553,0.19341817102870162,0.12126109004020691,0.01231655,DIAG_NAV,670,avoidance,8.218472748994827,6.845132170039779,0.0,36.0,19.05302340197518,2.8764654621481895,2.8764654621481895,8.218472748994827,134,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,671
134,nav_dryrun,dryrun,135,1.4,0.0,135,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,672,135,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,673,0.55,True,0.0,,91,0.5738558735166277,0.454454243183136,0.3792661575334413,0.19458971598318645,0.12120021134614944,0.035712963,DIAG_NAV,675,avoidance,8.219994716346264,6.826790835601943,0.0,36.0,19.052814362065472,2.8769981507211924,2.8769981507211924,8.219994716346264,135,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,676
135,nav_dryrun,dryrun,136,1.4,0.0,136,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,677,136,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,678,0.55,True,0.0,,91,0.5709075944764274,0.45401519536972046,0.37516230210965995,0.1957452923667674,0.1204637661576271,0.058600986,DIAG_NAV,680,avoidance,8.238405846059322,6.752921437973879,0.0,36.0,19.050285621295036,2.883442046120763,2.883442046120763,8.238405846059322,136,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,681
136,nav_dryrun,dryrun,137,1.4,0.0,137,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,682,137,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,683,0.55,True,0.0,,91,0.5797466072771285,0.45633578300476074,0.38458959070665766,0.19515701657047077,0.12053605169057846,0.006277586000000001,DIAG_NAV,685,avoidance,8.236598707735538,6.922612632719838,0.0,35.0,19.05053382900572,2.8828095477074385,2.8828095477074385,8.236598707735538,137,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,686
137,nav_dryrun,dryrun,138,1.4,0.0,138,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,687,138,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,688,0.55,True,0.0,,91,0.5732344210147857,0.4572054445743561,0.37834739128545836,0.19488702972932737,0.12040261179208755,0.029023335,DIAG_NAV,690,avoidance,8.239934705197811,6.810253043138251,0.0,36.0,19.050075634808817,2.883977146819234,2.883977146819234,8.239934705197811,138,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,691
138,nav_dryrun,dryrun,139,1.4,0.0,139,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,692,139,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,693,0.55,True,0.0,,91,0.5663649755365708,0.4552396833896637,0.3693725859829071,0.1969923895536637,0.11999908834695816,0.000374266,DIAG_NAV,695,avoidance,8.250022791326046,6.648706547692328,0.0,37.0,19.04869005146408,2.887507976964116,2.887507976964116,8.250022791326046,139,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,696
139,nav_dryrun,dryrun,140,1.4,0.0,140,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,697,140,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,698,0.55,True,0.0,,91,0.5748773344925472,0.4555610716342926,0.3840325816667506,0.1908447528257966,0.12014549225568771,0.023663962,DIAG_NAV,700,avoidance,8.246362693607807,6.912586470001511,0.0,36.0,19.04919276034008,2.8862269427627325,2.8862269427627325,8.246362693607807,140,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,701
140,nav_dryrun,dryrun,141,1.4,0.0,141,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,702,141,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,703,0.55,True,0.0,,91,0.5739045585904803,0.4555636942386627,0.37867905734753127,0.19522550124294905,0.12226740270853043,0.046343138000000006,DIAG_NAV,705,avoidance,8.19331493228674,6.816223032255563,0.0,36.0,19.056478789982133,2.8676602263003588,2.8676602263003588,8.19331493228674,141,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,706
141,nav_dryrun,dryrun,142,1.4,0.0,142,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,707,142,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,708,0.55,True,0.0,,91,0.565213250763276,0.45705536007881165,0.370424710410912,0.19478854035236398,0.12138479202985764,0.07017366900000001,DIAG_NAV,710,avoidance,8.21538019925356,6.667644787396417,0.0,37.0,19.053448158996463,2.8753830697387457,2.8753830697387457,8.21538019925356,142,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,711
142,nav_dryrun,dryrun,143,1.4,0.0,143,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,712,143,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,713,0.55,True,0.0,,91,0.5811479033695327,0.45521485805511475,0.39132179718257654,0.18982610618695617,0.12135881185531616,0.016768284,DIAG_NAV,715,avoidance,8.216029703617096,7.043792349286377,0.0,35.0,19.05335895055623,2.8756103962659836,2.8756103962659836,8.216029703617096,143,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,716
143,nav_dryrun,dryrun,144,1.4,0.0,144,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,717,144,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,718,0.55,True,0.0,,91,0.580904552506076,0.45534706115722656,0.3852276855112474,0.19567686699482859,0.1206287369132042,0.040556389000000005,DIAG_NAV,720,avoidance,8.234281577169895,6.934098339202453,0.0,35.0,19.050852083378107,2.8819985520094633,2.8819985520094633,8.234281577169895,144,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,721
144,nav_dryrun,dryrun,145,1.4,0.0,145,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,722,145,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,723,0.55,True,0.0,,91,0.580904552506076,0.45534706115722656,0.3852276855112474,0.19567686699482859,0.1206287369132042,0.156274878,DIAG_NAV,725,avoidance,8.234281577169895,6.934098339202453,0.0,35.0,19.050852083378107,2.8819985520094633,2.8819985520094633,8.234281577169895,145,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,726
