_sequence,phase,step,cycle,steer_center_trim_dc,steer_clamped_deg,steer_cycle,steer_dc_center,steer_phase,steer_post_sign_deg,steer_pre_sign_deg,steer_pwm_dc,steer_requested_deg,steer_steering_direction_sign,steer_steering_limit_deg,steer_step,steer__tag,steer__line_no,motor_cycle,motor_neutral_dc,motor_phase,motor_pwm_dc,motor_reverse_mode,motor_speed_pct,motor_step,motor__tag,motor__line_no,effective_front_clearance_m,front_clearance_fallback_used,front_clearance_m,front_left_clearance_m,front_min_m,front_right_clearance_m,heading_offset_deg,left_clearance_m,left_min_m,left_right_delta_m,right_clearance_m,right_min_m,scan_age_s,_tag,_line_no,active_heading_source,avoidance_heading_deg,centering_heading_deg,centering_weight,front_turn_heading_deg,gap_heading_deg,speed_pct,steering_deg,steering_pre_servo_deg,target_heading_deg,pose_cycle,pose_distance_from_phase_start_m,pose_lateral_drift_m,pose_phase,pose_step,pose_x,pose_y,pose_yaw_change_deg,pose_yaw_deg,pose__tag,pose__line_no
93,recon_debug,autonomous,94,1.4,-18.0,94,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,467,94,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,468,0.55,True,0.0,0.6869316505534309,,0.876003869118229,91,0.7934633049854013,0.6511234045028687,0.0218679383623106,0.7715953666230907,0.49336522817611694,0.000626976,DIAG_NAV,470,gap,0.0,0.39362289052159083,0.34035396044313665,-6.617527649767936,82.0,14.127272727272727,18.0,18.0,54.224946353372886,94,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,471
94,recon_debug,autonomous,95,1.4,-18.0,95,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,472,95,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,473,0.55,True,0.0,0.6875453458891975,,0.8872976992279291,91,0.7951224786894662,0.6503982543945312,0.013669841919988768,0.7814526367694774,0.4929080605506897,0.023091419000000002,DIAG_NAV,475,gap,0.0,0.24605715455979782,0.34398275762511216,-6.991332366855608,81.0,14.127272727272727,18.0,18.0,53.22203605092478,95,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,476
95,recon_debug,autonomous,96,1.4,-18.0,96,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,477,96,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,478,0.55,True,0.0,0.6894612908363342,,0.8934591524302959,91,0.7937920356905738,0.6561901569366455,0.00791745967997115,0.7858745760106026,0.501366913318634,0.046116595,DIAG_NAV,480,gap,0.0,0.1425142742394807,0.3465090215530077,-7.13992515578866,82.0,14.127272727272727,18.0,18.0,53.63564271437742,96,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,481
96,recon_debug,autonomous,97,1.4,-18.0,97,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,482,97,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,483,0.55,True,0.0,0.687634785260473,,0.8764820060422344,91,0.7931191671726315,0.652727484703064,0.021392288731733156,0.7717268784408984,0.49390092492103577,0.06974348200000001,DIAG_NAV,485,gap,0.0,0.3850611971711968,0.3405596770750127,-6.60965272736165,82.0,14.127272727272727,18.0,18.0,54.20524279681169,97,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,486
97,recon_debug,autonomous,98,1.4,-18.0,98,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,487,98,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,488,0.55,True,0.0,0.6900696886910332,,0.9006679888927576,91,0.795730281443823,0.6535900235176086,0.0025109740062838615,0.7932193074375391,0.49721744656562805,0.016818992,DIAG_NAV,490,gap,0.0,0.045197532113109506,0.34889555428177904,-7.370940507060351,81.0,14.127272727272727,18.0,18.0,52.75522932119467,98,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,491
98,recon_debug,autonomous,99,1.4,-18.0,99,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,492,99,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,493,0.55,True,0.0,0.6893913944562277,,0.8888329137116671,91,0.7978374660015106,0.6540900468826294,0.014824408800043987,0.7830130572014666,0.5011554956436157,0.063660821,DIAG_NAV,495,gap,0.0,0.26683935840079176,0.3434967417536574,-6.980453173940379,81.0,14.127272727272727,18.0,18.0,53.26842236813606,99,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,496
99,recon_debug,autonomous,100,1.4,-18.0,100,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,497,100,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,498,0.55,True,0.0,0.6863679311105183,,0.8800830917973672,91,0.7920278380083483,0.6550617814064026,0.017715903532034893,0.7743119344763134,0.49582788348197937,0.011025022,DIAG_NAV,500,gap,0.0,0.3188862635766281,0.34217127739877895,-6.7800306240397115,82.0,14.127272727272727,18.0,18.0,54.05106897345307,100,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,501
100,recon_debug,autonomous,101,1.4,-18.0,101,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,502,101,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,503,0.55,True,0.0,0.6955205514317467,,0.849109947681427,91,0.818047833111551,0.6474564075469971,0.07156580944547974,0.7464820236660713,0.48984846472740173,0.034395944000000005,DIAG_NAV,505,gap,0.0,1.2881845700186354,0.3193807228721034,-5.37562886873881,82.0,14.127272727272727,18.0,18.0,56.222202043652764,101,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,506
101,recon_debug,autonomous,102,1.4,5.505666431713181,102,8.2,recon_debug,5.505666431713181,-5.505666431713181,8.750566643171318,-5.505666431713181,-1.0,18.0,autonomous,DIAG_STEER,507,102,7.5,recon_debug,7.950531530082814,False,18.021261203312555,autonomous,DIAG_MOTOR,508,0.55,True,0.0,0.6956354606719244,,0.8952036369591951,91,0.8174889203574922,0.6474564075469971,0.030962523169833167,0.786526397187659,0.49045419692993164,0.028916721000000003,DIAG_NAV,510,gap,0.0,0.557325417056997,0.33674369420847616,-6.984886170054477,-24.0,18.021261203312555,-5.505666431713181,-5.505666431713181,-15.73047551918052,102,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,511
102,recon_debug,autonomous,103,1.4,-18.0,103,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,512,103,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,513,0.55,True,0.0,0.688913128205708,,0.8914066199213266,91,0.7933204174041748,0.6550403833389282,0.009018729341791043,0.7843016880623838,0.5000554323196411,0.004865488,DIAG_NAV,515,gap,0.0,0.16233712815223877,0.3460210840407266,-7.087272210046651,81.0,14.127272727272727,18.0,18.0,53.02846426176444,103,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,516
103,recon_debug,autonomous,104,1.4,-18.0,104,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,517,104,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,518,0.55,True,0.0,0.6892031154462269,,0.8817014251985857,91,0.7940485546755236,0.6570403575897217,0.01900690385678172,0.7750416508187419,0.49472132325172424,0.02737656,DIAG_NAV,520,gap,0.0,0.34212426942207097,0.3416221541986283,-6.737440841332559,82.0,14.127272727272727,18.0,18.0,54.103860585636085,104,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,521
104,recon_debug,autonomous,105,1.4,-18.0,105,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,522,105,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,523,0.55,True,0.0,0.6869966302599225,,0.8556092114284121,91,0.7931287815404493,0.6531233787536621,0.039573566322598897,0.7535552152178504,0.4979304075241089,0.051009895000000006,DIAG_NAV,525,gap,0.0,0.7123241938067801,0.3325365709386966,-5.901440340897134,82.0,14.127272727272727,18.0,18.0,54.96887502783206,105,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,526
105,recon_debug,autonomous,106,1.4,-18.0,106,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,527,106,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,528,0.55,True,0.0,0.6960390408833822,,0.8925600200891495,91,0.8180634627739588,0.6492064595222473,0.03323626972682081,0.784827193047138,0.49100422859191895,0.019610272,DIAG_NAV,530,gap,0.0,0.5982528550827746,0.3357802054073627,-6.878234272201855,81.0,14.127272727272727,18.0,18.0,54.00268482856886,106,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,531
106,recon_debug,autonomous,107,1.4,-18.0,107,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,532,107,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,533,0.55,True,0.0,0.6886099356192129,,0.8921886794269085,91,0.7963926934060597,0.6535900235176086,0.011648437051666849,0.7847442563543928,0.48990368843078613,0.045166957,DIAG_NAV,535,gap,0.0,0.20967186693000328,0.34488072529816055,-7.125256033269346,88.0,14.127272727272727,18.0,18.0,57.72280795930332,107,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,536
107,recon_debug,autonomous,108,1.4,-18.0,108,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,537,108,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,538,0.55,True,0.0,0.6897021024315445,,0.8922884743660688,91,0.7972827865963891,0.6538400650024414,0.011884154942501945,0.7853986316538871,0.5063413977622986,0.06941671,DIAG_NAV,540,gap,0.0,0.21391478896503502,0.34478296245723244,-7.090523017708351,81.0,14.127272727272727,18.0,18.0,53.146334215616946,108,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,541
108,recon_debug,autonomous,109,1.4,-18.0,109,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,542,109,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,543,0.55,True,0.0,0.6894026420734547,,0.8940100111067295,91,0.7993268767992655,0.6525900363922119,0.013316142220869076,0.7860107345783964,0.49121618270874023,0.015357794000000001,DIAG_NAV,545,gap,0.0,0.23969055997564337,0.34416928178873857,-7.161257916164619,81.0,14.127272727272727,18.0,18.0,53.20478230299054,109,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,546
109,recon_debug,autonomous,110,1.4,-18.0,110,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,547,110,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,548,0.55,True,0.0,0.687150165438652,,0.8900865390896797,91,0.7946135207664135,0.6527649760246277,0.010632540567979354,0.7839809801984341,0.4951415956020355,0.024503796,DIAG_NAV,550,gap,0.0,0.19138573022362837,0.3453167305846955,-7.102773077785969,88.0,14.127272727272727,18.0,18.0,57.67821640318819,110,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,551
110,recon_debug,autonomous,111,1.4,-18.0,111,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,552,111,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,553,0.55,True,0.0,0.687701512660299,,0.8773577270969268,91,0.7937628418900246,0.6535289287567139,0.021058476429255513,0.772704365460769,0.493405818939209,0.061797907000000006,DIAG_NAV,555,gap,0.0,0.37905257572659923,0.34071452282562176,-6.637967505281974,88.0,14.127272727272727,18.0,18.0,58.146270708809794,111,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,556
111,recon_debug,autonomous,112,1.4,-18.0,112,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,557,112,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,558,0.55,True,0.0,0.6867566704750061,,0.8893092125654221,91,0.7927316454953925,0.6529741287231445,0.009383876508913813,0.7833477689864787,0.49942469596862793,0.008602582000000001,DIAG_NAV,560,gap,0.0,0.16890977716044864,0.3458569122391129,-7.089338973164558,89.0,14.127272727272727,18.0,18.0,58.27715342469467,112,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,561
112,recon_debug,autonomous,113,1.4,-18.0,113,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,562,113,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,563,0.55,True,0.0,0.6874779948481807,,0.8908599056303501,91,0.7935923252786908,0.6504989862442017,0.01038274395429617,0.7832095813243947,0.4962693750858307,0.030739571,DIAG_NAV,565,gap,0.0,0.18688939117733105,0.34542087257115606,-7.118366877375928,89.0,14.127272727272727,18.0,18.0,58.32209783774188,113,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,566
113,recon_debug,autonomous,114,1.4,-18.0,114,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,567,114,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,568,0.55,True,0.0,0.6896112759908041,,0.8948580753058195,91,0.7982302691255297,0.6512490510940552,0.011664162562610936,0.7865661065629188,0.5016054511070251,0.0033014560000000004,DIAG_NAV,570,gap,0.0,0.20995492612699684,0.34488561502260967,-7.18363797602554,82.0,14.127272727272727,18.0,18.0,53.79179000197035,114,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,571
114,recon_debug,autonomous,115,1.4,5.472362370865759,115,8.2,recon_debug,5.472362370865759,-5.472362370865759,8.747236237086575,-5.472362370865759,-1.0,18.0,autonomous,DIAG_STEER,572,115,7.5,recon_debug,7.950858263104006,False,18.034330524160257,autonomous,DIAG_MOTOR,573,0.55,True,0.0,0.6880030738455909,,0.8928727004677057,91,0.7937965393066406,0.6519543528556824,0.008126227145499376,0.7856703121611412,0.4991409182548523,0.025305757,DIAG_NAV,575,gap,0.0,0.14627208861898877,0.3464169918107616,-7.170436931774019,-24.0,18.034330524160257,-5.472362370865759,-5.472362370865759,-15.635321059616455,115,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,576
115,recon_debug,autonomous,116,1.4,-18.0,116,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,577,116,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,578,0.55,True,0.0,0.6889904141426086,,0.8944479767233133,91,0.7960925116095432,0.6560403108596802,0.009574546576843979,0.7865179650326992,0.4941416382789612,0.048653917000000005,DIAG_NAV,580,gap,0.0,0.17234183838319161,0.3457905755260527,-7.191014690324664,82.0,14.127272727272727,18.0,18.0,53.704766990345426,116,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,581
116,recon_debug,autonomous,117,1.4,-18.0,117,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,582,117,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,583,0.55,True,0.0,0.6909531674214772,,0.8636752469786282,91,0.795969215936439,0.6562904119491577,0.036595017347980985,0.759374198588458,0.49385422468185425,0.069996994,DIAG_NAV,585,gap,0.0,0.6587103122636577,0.3339086037307049,-6.045272784500286,80.0,14.127272727272727,18.0,18.0,53.50726074217459,117,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,586
117,recon_debug,autonomous,118,1.4,-18.0,118,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,587,118,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,588,0.55,True,0.0,0.6887183056937324,,0.8929654564708471,91,0.7979313333829244,0.6507490277290344,0.011801209432859006,0.7861301239500654,0.4995374083518982,0.019619953000000002,DIAG_NAV,590,gap,0.0,0.2124217697914621,0.3448235855283571,-7.148650277199017,81.0,14.127272727272727,18.0,18.0,53.14253760850685,118,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,591
118,recon_debug,autonomous,119,1.4,-18.0,119,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,592,119,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,593,0.55,True,0.0,0.696700245141983,,0.8970772363245487,91,0.8173168575441515,0.6501579880714417,0.028654831006925896,0.7886620265372256,0.5045521855354309,0.021077706,DIAG_NAV,595,gap,0.0,0.5157869581246661,0.3377291276206397,-7.013194691389799,88.0,14.127272727272727,18.0,18.0,58.45403304878925,119,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,596
119,recon_debug,autonomous,120,1.4,-18.0,120,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,597,120,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,598,0.55,True,0.0,0.6953840391202406,,0.8930729795247316,91,0.8155670713733982,0.6501579880714417,0.03023235301919336,0.7853347183542049,0.4972277581691742,0.065432088,DIAG_NAV,600,gap,0.0,0.5441823543454805,0.33702580826504075,-6.919112914157186,88.0,14.127272727272727,18.0,18.0,58.525132370493274,120,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,601
120,recon_debug,autonomous,121,1.4,-18.0,121,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,602,121,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,603,0.55,True,0.0,0.6890849385942731,,0.878192792015691,91,0.7958714074866716,0.6549401879310608,0.02300029673639037,0.7728711107502813,0.4932183623313904,0.036294366,DIAG_NAV,605,gap,0.0,0.41400534125502664,0.3398851701644132,-6.618774869749626,87.0,14.127272727272727,18.0,18.0,57.57070447155749,121,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,606
121,recon_debug,autonomous,122,1.4,-18.0,122,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,607,122,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,608,0.55,True,0.0,0.6884262892935011,,0.8929510843008757,91,0.7963857182434627,0.6511482000350952,0.010359145315947171,0.7860265729275155,0.5043522119522095,0.061510211,DIAG_NAV,610,gap,0.0,0.18646461568704908,0.34544730552353636,-7.158367825258108,89.0,14.127272727272727,18.0,18.0,58.31960350746984,122,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,611
122,recon_debug,autonomous,123,1.4,-18.0,123,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,612,123,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,613,0.55,True,0.0,0.6889688266175134,,0.8813605635396896,91,0.7943527532178302,0.65444016456604,0.018993007958959862,0.7753597452588703,0.498539000749588,0.00681638,DIAG_NAV,615,gap,0.0,0.3418741432612775,0.34163148518248665,-6.733710792276169,81.0,14.127272727272727,18.0,18.0,53.44464467152642,123,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,616
123,recon_debug,autonomous,124,1.4,-18.0,124,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,617,124,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,618,0.55,True,0.0,0.6884809070163302,,0.8934596609324217,91,0.7965593834718069,0.6530900597572327,0.010424415059123504,0.7861349684126834,0.49780482053756714,0.022442659,DIAG_NAV,620,gap,0.0,0.18763947106422307,0.3454196192444673,-7.174256387063201,81.0,14.127272727272727,18.0,18.0,53.085825195848386,124,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,621
124,recon_debug,autonomous,125,1.4,-18.0,125,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,622,125,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,623,0.55,True,0.0,0.6899088753594292,,0.8918753620237112,91,0.7972767012459892,0.6553400158882141,0.011798804291838216,0.7854778969541509,0.5041388869285583,0.053935354000000005,DIAG_NAV,625,gap,0.0,0.2123784772530879,0.3448203910942215,-7.068827033249868,89.0,14.127272727272727,18.0,18.0,58.38421762220069,125,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,626
125,recon_debug,autonomous,126,1.4,-18.0,126,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,627,126,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,628,0.55,True,0.0,0.6875777500016349,,0.8887980245053768,91,0.7929487020470375,0.6514983773231506,0.010078426503946303,0.7828702755430912,0.497179239988327,0.000348785,DIAG_NAV,630,gap,0.0,0.18141167707103345,0.3455514785921524,-7.042709607630967,89.0,14.127272727272727,18.0,18.0,58.30860547854421,126,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,631
126,recon_debug,autonomous,127,1.4,-18.0,127,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,632,127,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,633,0.55,True,0.0,0.688525568161692,,0.8895207773894072,91,0.7942417430323224,0.6536902189254761,0.010988028907115255,0.7832537141252072,0.4955620765686035,0.023828500000000002,DIAG_NAV,635,gap,0.0,0.1977845203280746,0.3451578846727351,-7.034832322970032,81.0,14.127272727272727,18.0,18.0,53.1104782281659,127,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,636
127,recon_debug,autonomous,128,1.4,-18.0,128,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,637,128,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,638,0.55,True,0.0,0.6894664317369461,,0.8873782716691494,91,0.7939561619315036,0.6545652151107788,0.012349185909392046,0.7816069760221116,0.49329471588134766,0.025366161,DIAG_NAV,640,gap,0.0,0.22228534636905684,0.34455610362948463,-6.926914397627115,81.0,14.127272727272727,18.0,18.0,53.1675453788506,128,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,641
128,recon_debug,autonomous,129,1.4,-18.0,129,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,642,129,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,643,0.55,True,0.0,0.688427671790123,,0.8919767010957003,91,0.7940689297609551,0.6556901931762695,0.009173384770374993,0.7848955449905801,0.49627557396888733,0.017864083000000003,DIAG_NAV,645,gap,0.0,0.16512092586674987,0.345956667552025,-7.124216025695205,81.0,14.127272727272727,18.0,18.0,53.03463461354195,129,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,646
129,recon_debug,autonomous,130,1.4,-18.0,130,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,647,130,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,648,0.55,True,0.0,0.6889466558183942,,0.8923452906310558,91,0.7944766075112099,0.6565651893615723,0.009415541690272367,0.7850610658209375,0.4947398006916046,0.041139536000000004,DIAG_NAV,650,gap,0.0,0.1694797504249026,0.3458520621495469,-7.118952218443157,81.0,14.127272727272727,18.0,18.0,53.044597887063745,130,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,651
130,recon_debug,autonomous,131,1.4,-18.0,131,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,652,131,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,653,0.55,True,0.0,0.6891594705758272,,0.8921360988169909,91,0.796784044731231,0.6531482338905334,0.011770039313711567,0.7850140054175194,0.4992836117744446,0.065224855,DIAG_NAV,655,gap,0.0,0.2118607076468082,0.3448298239817432,-7.104181988440729,89.0,14.127272727272727,18.0,18.0,58.38320155615135,131,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,656
131,recon_debug,autonomous,132,1.4,-18.0,132,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,657,132,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,658,0.55,True,0.0,0.6887133386400011,,0.8921747263520956,91,0.7967256023770287,0.6513981819152832,0.011545630996592005,0.7851799713804367,0.49761468172073364,0.011812683000000001,DIAG_NAV,660,gap,0.0,0.20782135793865608,0.34492802686803214,-7.121148569923309,89.0,14.127272727272727,18.0,18.0,58.37308901967996,132,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,661
132,recon_debug,autonomous,133,1.4,-18.0,133,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,662,133,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,663,0.55,True,0.0,0.6885543295315334,,0.8884638510644436,91,0.7937355124673178,0.6517483592033386,0.011366692702997838,0.7823688197643199,0.496335506439209,0.026789949,DIAG_NAV,665,gap,0.0,0.2046004686539611,0.3449878235463062,-6.9968332536518565,82.0,14.127272727272727,18.0,18.0,53.78158313958038,133,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,666
