_sequence,phase,step,cycle,steer_center_trim_dc,steer_clamped_deg,steer_cycle,steer_dc_center,steer_phase,steer_post_sign_deg,steer_pre_sign_deg,steer_pwm_dc,steer_requested_deg,steer_steering_direction_sign,steer_steering_limit_deg,steer_step,steer__tag,steer__line_no,motor_cycle,motor_neutral_dc,motor_phase,motor_pwm_dc,motor_reverse_mode,motor_speed_pct,motor_step,motor__tag,motor__line_no,effective_front_clearance_m,front_clearance_fallback_used,front_clearance_m,front_min_m,heading_offset_deg,left_clearance_m,left_min_m,left_right_delta_m,right_clearance_m,right_min_m,scan_age_s,_tag,_line_no,active_heading_source,avoidance_heading_deg,centering_heading_deg,centering_weight,gap_heading_deg,speed_pct,steering_deg,steering_pre_servo_deg,target_heading_deg,pose_cycle,pose_distance_from_phase_start_m,pose_lateral_drift_m,pose_phase,pose_step,pose_x,pose_y,pose_yaw_change_deg,pose_yaw_deg,pose__tag,pose__line_no
100,nav_dryrun,dryrun,101,1.4,0.0,101,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,502,101,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,503,0.55,True,0.0,,91,0.5511286769594465,0.4525286853313446,0.35305939189025326,0.19806928506919316,0.11168517917394638,0.059487739000000005,DIAG_NAV,505,avoidance,8.45787052065134,6.3550690540245585,0.0,36.0,19.020142480762054,2.960254682227969,2.960254682227969,8.45787052065134,101,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,506
101,nav_dryrun,dryrun,102,1.4,0.0,102,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,507,102,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,508,0.55,True,0.0,,91,0.5511286769594465,0.4525286853313446,0.35305939189025326,0.19806928506919316,0.11168517917394638,0.23839711000000002,DIAG_NAV,510,avoidance,8.45787052065134,6.3550690540245585,0.0,36.0,19.020142480762054,2.960254682227969,2.960254682227969,8.45787052065134,102,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,511
102,nav_dryrun,dryrun,103,1.4,0.0,103,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,512,103,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,513,0.55,True,0.0,,91,0.543239011484034,0.4558054506778717,0.345828913644153,0.19741009783988095,0.11190499365329742,0.00044623000000000004,DIAG_NAV,515,avoidance,8.452375158667564,6.224920445594755,0.0,37.0,19.020897260404222,2.9583313055336475,2.9583313055336475,8.452375158667564,103,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,516
103,nav_dryrun,dryrun,104,1.4,0.0,104,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,517,104,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,518,0.55,True,0.0,,91,0.5487493515014649,0.4555230140686035,0.35073225790140583,0.19801709360005904,0.11208779364824295,0.000374473,DIAG_NAV,520,avoidance,8.447805158793926,6.313180642225305,0.0,36.0,19.021524942962625,2.956731805577874,2.956731805577874,8.447805158793926,104,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,521
104,nav_dryrun,dryrun,105,1.4,0.0,105,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,522,105,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,523,0.55,True,0.0,,91,0.5487493515014649,0.4555230140686035,0.35073225790140583,0.19801709360005904,0.11208779364824295,0.132402392,DIAG_NAV,525,avoidance,8.447805158793926,6.313180642225305,0.0,36.0,19.021524942962625,2.956731805577874,2.956731805577874,8.447805158793926,105,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,526
105,nav_dryrun,dryrun,106,1.4,0.0,106,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,527,106,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,528,0.55,True,0.0,,91,0.5431902987115523,0.4565054476261139,0.34560810812130693,0.19758219059024537,0.11163835227489471,0.039795588,DIAG_NAV,530,avoidance,8.459041193127632,6.220945946183525,0.0,37.0,19.019981690671184,2.9606644175946712,2.9606644175946712,8.459041193127632,106,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,531
106,nav_dryrun,dryrun,107,1.4,0.0,107,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,532,107,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,533,0.55,True,0.0,,91,0.5420966165907243,0.45572134852409363,0.3439122600411596,0.19818435654956468,0.11144886165857315,0.070503693,DIAG_NAV,535,avoidance,8.463778458535671,6.190420680740873,0.0,37.0,19.019331034445063,2.962322460487485,2.962322460487485,8.463778458535671,107,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,536
107,nav_dryrun,dryrun,108,1.4,0.0,108,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,537,108,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,538,0.55,True,0.0,,91,0.5573544618156221,0.45379847288131714,0.3680384085617131,0.18931605325390896,0.11239863932132721,0.015893946000000003,DIAG_NAV,540,avoidance,8.44003401696682,6.624691354110836,0.0,35.0,19.02259229751812,2.954011905938387,2.954011905938387,8.44003401696682,108,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,541
108,nav_dryrun,dryrun,109,1.4,0.0,109,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,542,109,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,543,0.55,True,0.0,,91,0.5592096133364571,0.4538326561450958,0.3682794903611971,0.19093012297526002,0.11254678666591644,0.041039446,DIAG_NAV,545,avoidance,8.436330333352089,6.629030826501548,0.0,35.0,19.023100992850964,2.952715616673231,2.952715616673231,8.436330333352089,109,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,546
109,nav_dryrun,dryrun,110,1.4,0.0,110,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,547,110,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,548,0.55,True,0.0,,91,0.5504018127918243,0.45567595958709717,0.35418407333140467,0.19621773946041965,0.11222559213638306,0.063638025,DIAG_NAV,550,avoidance,8.444360196590424,6.375313319965284,0.0,36.0,19.021998103301637,2.9555260688066483,2.9555260688066483,8.444360196590424,110,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,551
110,nav_dryrun,dryrun,111,1.4,0.0,111,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,552,111,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,553,0.55,True,0.0,,91,0.5507868817874364,0.4525911509990692,0.35283467833484927,0.19795220345258713,0.11203477531671524,0.034337701000000005,DIAG_NAV,555,avoidance,8.449130617082119,6.351024210027287,0.0,36.0,19.021342893275012,2.9571957159787416,2.9571957159787416,8.449130617082119,111,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,556
111,nav_dryrun,dryrun,112,1.4,0.0,112,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,557,112,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,558,0.55,True,0.0,,91,0.5432554606129142,0.45585545897483826,0.34546969644054504,0.19778576417236912,0.11145637184381485,0.051457562000000005,DIAG_NAV,560,avoidance,8.463590703904629,6.21845453592981,0.0,37.0,19.019356822259162,2.96225674636662,2.96225674636662,8.463590703904629,112,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,561
112,nav_dryrun,dryrun,113,1.4,0.0,113,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,562,113,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,563,0.55,True,0.0,,91,0.5511637185301099,0.45607471466064453,0.3618039820564999,0.18935973647361,0.11090391874313354,0.004966268,DIAG_NAV,565,avoidance,8.477402031421661,6.512471677016998,0.0,36.0,19.01745985735095,2.9670907109975815,2.9670907109975815,8.477402031421661,113,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,566
113,nav_dryrun,dryrun,114,1.4,0.0,114,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,567,114,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,568,0.55,True,0.0,,91,0.5440569441108143,0.45542964339256287,0.34771861213774813,0.19633833197306613,0.11154082417488098,0.027200412,DIAG_NAV,570,avoidance,8.461479395627975,6.258935018479466,0.0,37.0,19.01964680725201,2.9615177884697914,2.9615177884697914,8.461479395627975,114,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,571
114,nav_dryrun,dryrun,115,1.4,0.0,115,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,572,115,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,573,0.55,True,0.0,,91,0.5450168558779884,0.45720919966697693,0.3481725526957952,0.1968443031821932,0.11230659484863281,0.051757351,DIAG_NAV,575,avoidance,8.44233512878418,6.267105948524314,0.0,37.0,19.022276243296538,2.954817295074463,2.954817295074463,8.44233512878418,115,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,576
115,nav_dryrun,dryrun,116,1.4,0.0,116,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,577,116,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,578,0.55,True,0.0,,91,0.5432504564523697,0.4547807574272156,0.3460792000500523,0.19717125640231736,0.11262314021587372,0.07210018900000001,DIAG_NAV,580,avoidance,8.434421494603157,6.229425600900942,0.0,37.0,19.023363168960948,2.952047523111105,2.952047523111105,8.434421494603157,116,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,581
116,nav_dryrun,dryrun,117,1.4,0.0,117,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,582,117,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,583,0.55,True,0.0,,91,0.5557426636417707,0.45378050208091736,0.35848936144592003,0.1972533021958507,0.11152797192335129,0.022051815000000002,DIAG_NAV,585,avoidance,8.461800701916218,6.45280850602656,0.0,35.0,19.019602676320144,2.9616302456706762,2.9616302456706762,8.461800701916218,117,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,586
117,nav_dryrun,dryrun,118,1.4,0.0,118,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,587,118,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,588,0.55,True,0.0,,91,0.5570967081520293,0.45740917325019836,0.36586654563951826,0.19123016251251101,0.11200957000255585,0.037312461000000005,DIAG_NAV,590,avoidance,8.449760749936104,6.585597821511328,0.0,35.0,19.021256345482264,2.9574162624776363,2.9574162624776363,8.449760749936104,118,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,591
118,nav_dryrun,dryrun,119,1.4,0.0,119,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,592,119,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,593,0.55,True,0.0,,91,0.5498551556042263,0.45516538619995117,0.35249499566092785,0.19736015994329842,0.11164335161447525,0.016000629000000002,DIAG_NAV,595,avoidance,8.458916209638119,6.3449099218967016,0.0,36.0,19.0199988569641,2.9606206733733416,2.9606206733733416,8.458916209638119,119,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,596
119,nav_dryrun,dryrun,120,1.4,0.0,120,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,597,120,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,598,0.55,True,0.0,,91,0.550295135804585,0.45559391379356384,0.35337697471282914,0.19691816109175586,0.11145243793725967,0.038758556,DIAG_NAV,600,avoidance,8.463689051568508,6.360785544830924,0.0,36.0,19.01934331435654,2.962291168048978,2.962291168048978,8.463689051568508,120,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,601
120,nav_dryrun,dryrun,121,1.4,0.0,121,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,602,121,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,603,0.55,True,0.0,,91,0.5505777435643332,0.45557403564453125,0.3551572610833207,0.19542048248101254,0.1118105798959732,0.061762273000000006,DIAG_NAV,605,avoidance,8.45473550260067,6.392830699499772,0.0,36.0,19.02057307074129,2.9591574259102345,2.9591574259102345,8.45473550260067,121,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,606
121,nav_dryrun,dryrun,122,1.4,0.0,122,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,607,122,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,608,0.55,True,0.0,,91,0.5490478983947209,0.4547651708126068,0.35303635618516377,0.19601154220955713,0.11169757694005966,0.008939615,DIAG_NAV,610,avoidance,8.457560576498508,6.354654411332948,0.0,36.0,19.020185051121835,2.960146201774478,2.960146201774478,8.457560576498508,122,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,611
122,nav_dryrun,dryrun,123,1.4,0.0,123,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,612,123,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,613,0.55,True,0.0,,91,0.5566374204225011,0.4542294442653656,0.36756764517890084,0.18906977524360022,0.11166471242904663,0.032659426000000005,DIAG_NAV,615,avoidance,8.458382189273834,6.616217613220215,0.0,35.0,19.02007220385201,2.960433766245842,2.960433766245842,8.458382189273834,123,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,616
123,nav_dryrun,dryrun,124,1.4,0.0,124,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,617,124,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,618,0.55,True,0.0,,91,0.551700359582901,0.45658811926841736,0.3606402180778483,0.19106014150505266,0.11208506673574448,0.0037661110000000004,DIAG_NAV,620,avoidance,8.447873331606388,6.491523925401269,0.0,36.0,19.021515579530124,2.956755666062236,2.956755666062236,8.447873331606388,124,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,621
124,nav_dryrun,dryrun,125,1.4,0.0,125,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,622,125,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,623,0.55,True,0.0,,91,0.5508090572697776,0.45536038279533386,0.3550920952035457,0.19571696206623193,0.11428118497133255,0.026857994000000003,DIAG_NAV,625,avoidance,8.392970375716686,6.391657713663822,0.0,36.0,19.02905641733528,2.93753963150084,2.93753963150084,8.392970375716686,125,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,626
125,nav_dryrun,dryrun,126,1.4,0.0,126,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,627,126,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,628,0.55,True,0.0,,91,0.5491800206048149,0.45460978150367737,0.3531668138747313,0.19601320673008354,0.11321485042572021,0.050191591,DIAG_NAV,630,avoidance,8.419628739356995,6.357002649745164,0.0,36.0,19.02539493148074,2.946870058774948,2.946870058774948,8.419628739356995,126,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,631
126,nav_dryrun,dryrun,127,1.4,0.0,127,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,632,127,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,633,0.55,True,0.0,,91,0.556656114757061,0.4539794921875,0.366788617024819,0.18986749773224196,0.11264646053314209,0.027718862,DIAG_NAV,635,avoidance,8.433838486671448,6.602195106446742,0.0,35.0,19.023443244217024,2.9518434703350067,2.9518434703350067,8.433838486671448,127,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,636
127,nav_dryrun,dryrun,128,1.4,0.0,128,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,637,128,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,638,0.55,True,0.0,,91,0.5508373447826931,0.45626670122146606,0.35859401599903196,0.19224332878366113,0.11217028647661209,0.02056159,DIAG_NAV,640,avoidance,8.445742838084698,6.454692287982575,0.0,36.0,19.02180819958731,2.956009993329644,2.956009993329644,8.445742838084698,128,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,641
128,nav_dryrun,dryrun,129,1.4,0.0,129,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,642,129,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,643,0.55,True,0.0,,91,0.5507806028638568,0.45390546321868896,0.35538289772004505,0.19539770514381175,0.11217284202575684,0.043276203000000006,DIAG_NAV,645,avoidance,8.445678949356079,6.396892158960811,0.0,36.0,19.021816974607383,2.9559876322746277,2.9559876322746277,8.445678949356079,129,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,646
129,nav_dryrun,dryrun,130,1.4,0.0,130,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,647,130,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,648,0.55,True,0.0,,91,0.5573316986362139,0.45561468601226807,0.36697669342781103,0.19035500520840287,0.1123088002204895,0.014245912000000001,DIAG_NAV,650,avoidance,8.442279994487762,6.605580481700598,0.0,35.0,19.022283815908615,2.954797998070717,2.954797998070717,8.442279994487762,130,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,651
130,nav_dryrun,dryrun,131,1.4,0.0,131,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,652,131,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,653,0.55,True,0.0,,91,0.556986922191249,0.4563470780849457,0.36068600186415,0.196300920327099,0.11208558082580566,0.027591364,DIAG_NAV,655,avoidance,8.447860479354858,6.4923480335547,0.0,35.0,19.0215173447674,2.9567511677742004,2.9567511677742004,8.447860479354858,131,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,656
131,nav_dryrun,dryrun,132,1.4,0.0,132,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,657,132,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,658,0.55,True,0.0,,91,0.5510560836110796,0.455431193113327,0.35547460807221276,0.19558147553886687,0.1129196509718895,0.060682334000000004,DIAG_NAV,660,avoidance,8.427008725702763,6.3985429452998295,0.0,36.0,19.024381301537947,2.949453053995967,2.949453053995967,8.427008725702763,132,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,661
132,nav_dryrun,dryrun,133,1.4,0.0,133,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,662,133,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,663,0.55,True,0.0,,91,0.5562489314211739,0.4552396535873413,0.36187252814537274,0.19437640327580122,0.1117163673043251,0.00820917,DIAG_NAV,665,avoidance,8.457090817391872,6.513705506616709,0.0,35.0,19.020249571823374,2.9599817860871553,2.9599817860871553,8.457090817391872,133,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,666
133,nav_dryrun,dryrun,134,1.4,0.0,134,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,667,134,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,668,0.55,True,0.0,,91,0.5507977749620165,0.45754626393318176,0.3564135072182636,0.19438426774375292,0.11217407882213593,0.031167332000000002,DIAG_NAV,670,avoidance,8.445648029446602,6.415443129928745,0.0,36.0,19.0218212214101,2.9559768103063107,2.9559768103063107,8.445648029446602,134,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,671
134,nav_dryrun,dryrun,135,1.4,0.0,135,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,672,135,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,673,0.55,True,0.0,,91,0.5571477512518564,0.4534575045108795,0.36141669922539976,0.19573105202645671,0.11266195774078369,0.023534703,DIAG_NAV,675,avoidance,8.433451056480408,6.505500586057195,0.0,35.0,19.023496457166743,2.9517078697681427,2.9517078697681427,8.433451056480408,135,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,676
135,nav_dryrun,dryrun,136,1.4,0.0,136,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,677,136,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,678,0.55,True,0.0,,91,0.55222447514534,0.4566952884197235,0.36159372224162023,0.19063075290371975,0.11255957186222076,0.0014507790000000001,DIAG_NAV,680,avoidance,8.436010703444481,6.508687000349164,0.0,36.0,19.023144893534482,2.9526037462055683,2.9526037462055683,8.436010703444481,136,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,681
136,nav_dryrun,dryrun,137,1.4,0.0,137,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,682,137,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,683,0.55,True,0.0,,91,0.5512559728963035,0.4555390179157257,0.3549455561199967,0.19631041677630678,0.11239797621965408,0.047954385,DIAG_NAV,685,avoidance,8.440050594508648,6.38902001015994,0.0,36.0,19.022590020617866,2.9540177080780268,2.9540177080780268,8.440050594508648,137,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,686
137,nav_dryrun,dryrun,138,1.4,0.0,138,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,687,138,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,688,0.55,True,0.0,,91,0.5491582683154514,0.45471689105033875,0.3527302958223284,0.19642797249312305,0.1117507815361023,0.07223281000000001,DIAG_NAV,690,avoidance,8.456230461597443,6.349145324801912,0.0,36.0,19.02036774038817,2.959680661559105,2.959680661559105,8.456230461597443,138,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,691
138,nav_dryrun,dryrun,139,1.4,0.0,139,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,692,139,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,693,0.55,True,0.0,,91,0.5568128186795447,0.4549722969532013,0.3609742404821238,0.19583857819742087,0.11363030225038528,0.019414174000000003,DIAG_NAV,695,avoidance,8.409242443740368,6.497536328678228,0.0,35.0,19.026821473446873,2.9432348553091288,2.9432348553091288,8.409242443740368,139,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,696
139,nav_dryrun,dryrun,140,1.4,0.0,140,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,697,140,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,698,0.55,True,0.0,,91,0.5517005937440055,0.4573252201080322,0.3557980717749012,0.1959025219691043,0.11256019026041031,0.021399274000000003,DIAG_NAV,700,avoidance,8.435995243489742,6.4043652919482215,0.0,36.0,19.02314701693584,2.95259833522141,2.95259833522141,8.435995243489742,140,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,701
140,nav_dryrun,dryrun,141,1.4,0.0,141,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,702,141,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,703,0.55,True,0.0,,91,0.556947378648652,0.454086571931839,0.3681123162516289,0.18883506239702305,0.11203698068857193,0.06524561000000001,DIAG_NAV,705,avoidance,8.449075482785702,6.62602169252932,0.0,35.0,19.02135046588709,2.9571764189749956,2.9571764189749956,8.449075482785702,141,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,706
141,nav_dryrun,dryrun,142,1.4,0.0,142,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,707,142,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,708,0.55,True,0.0,,91,0.5494981970105852,0.45493122935295105,0.35347528019729924,0.19602291681328599,0.11187952756881714,0.012920795,DIAG_NAV,710,avoidance,8.453011810779572,6.362555043551386,0.0,36.0,19.02080981720126,2.95855413377285,2.95855413377285,8.453011810779572,142,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,711
142,nav_dryrun,dryrun,143,1.4,0.0,143,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,712,143,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,713,0.55,True,0.0,,91,0.5573399778869417,0.4554230272769928,0.36791700383441317,0.18942297405252853,0.11218870431184769,0.060635945000000004,DIAG_NAV,715,avoidance,8.445282392203808,6.622506069019437,0.0,35.0,19.021871441131402,2.9558488372713327,2.9558488372713327,8.445282392203808,143,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,716
